ТЭЦ,6:39,7:57,9:13,9:43,10:58,12:14,13:30,14:46,15:16,16:31,17:47,19:03,20:19
Ж/Д,7:04,7:35,8:20,8:51,10:05,10:36,11:21,11:52,12:37,13:08,13:53,14:24,15:38,16:09,16:54,17:25,18:10,18:41,19:26,19:57
Переулок Славный,7:25,8:41,10:26,11:42,12:58,14:14,15:59,17:15,18:31,19:47
Перерыв,9:42,15:15
msg,Расписание от 1.09.2016
