ЛААЗ,7:38,8:20,9:22,10:23,11:45,12:47,16:21,17:33,18:30
Ж/Д,7:18,7:57,8:41,9:02,9:43,10:04,10:44,11:25,12:06,13:10,12:27,15:40,16:01,16:52,17:13,17:54,18:10
Микрорайон Пушкарский,7:08,8:51,9:53,12:16,15:50,17:02,18:04
Перерыв,11:24,15:39
msg,В субботу и воскресенье выходной. Расписание от 22.05.2018
