ЛААЗ,7:19,8:04,9:05,9:45,10:45,11:46,13:00,14:20,15:20,16:04,17:04
Ж/Д,7:00,7:40,8:25,8:45,10:05,10:25,11:06,11:26,13:20,13:40,14:40,15:00,16:24,16:44,17:25,17:44
Микрорайон Пушкарский,6:50,8:34,10:14,11:15,13:29,14:49,16:33,17:34
Перерыв,9:44,12:59,14:19,16:03
msg,В субботу и воскресенье выходной. Расписание от 22.05.2018
